Puntuaje,Tipo de Pago,Título comentario,Cuerpo comentario,Cuotas de pago,Valor del pago,Categoría producto,Peso producto (g),Largo producto (cm),Ancho producto (cm),Alto producto (cm),Ciudad cliente,Estado orden,Precio envío,ID vendedor,Secuencia de pago,Tiempo compra pedido,Fecha de cargo,Fecha de entrega prevista,Fecha estimada de entrega,Creación comentario,Lapso tiempo respuesta,Ciudad vendedor,Estado vendedor,Estado cliente,Fecha límite de envío
5,credit_card,CHEGOU ANTES DO PRAZO,"Produto entregue perfeitamente, loja ligou confirmando dados e avisou que estava enviando o produto, tudo bem embaladinho. ",10,179.92,industry_commerce_and_business,27000.0,105.0,35.0,18.0,bertioga,delivered,59.92,7681ef142fd2c19048da7430856b5588,1,2018-06-11 14:57:36,2018-06-12 13:08:00,2018-06-19 23:48:40,2018-06-28 00:00:00,2018-06-20 00:00:00,2018-06-21 11:19:16,guarulhos,SP,SP,2018-06-13 15:19:47
5,credit_card,,"produto lindo, qualidade e preço excelentes.
Entrega antes do prazo previsto.",3,76.66,garden_tools,1650.0,30.0,30.0,22.0,belo horizonte,delivered,17.66,1f50f920176fa81dab994f9023523100,1,2017-12-12 15:34:58,2017-12-14 21:39:17,2017-12-29 22:37:01,2018-01-08 00:00:00,2017-12-30 00:00:00,2018-01-09 03:05:54,sao jose do rio preto,SP,MG,2017-12-18 15:51:42
1,credit_card,Tinta não é original,"Não recomendo a loja, estão anunciando tinta original Epson e não é. Uma falsificação quase perfeita. Revoltado devido a tentativa de ludibriar o consumidor. ",10,700.53,computers_accessories,725.0,25.0,24.0,8.0,abaetetuba,delivered,53.61,de722cd6dad950a92b7d4f82673f8833,1,2018-08-03 16:53:24,2018-08-06 14:19:00,2018-08-17 17:38:42,2018-09-12 00:00:00,2018-08-18 00:00:00,2018-08-20 23:06:38,recife,PE,PA,2018-08-07 17:23:56
5,credit_card,,recomendo ok,1,19.39,health_beauty,550.0,16.0,11.0,9.0,maua,delivered,7.39,955fee9216a65b617aa5c0531780ce60,1,2018-03-31 13:07:07,2018-04-03 18:02:59,2018-04-05 20:27:25,2018-04-12 00:00:00,2018-04-06 00:00:00,2018-04-07 15:30:37,sao paulo,SP,SP,2018-04-05 13:27:09
5,credit_card,,Gostei do relógio muito lindo mesmo! amo essa marca...,4,99.9,watches_gifts,584.0,16.0,13.0,11.0,anapolis,delivered,0.0,7d13fca15225358621be4086e1eb0964,1,2018-04-26 10:06:10,2018-04-30 06:16:00,2018-05-15 21:09:17,2018-05-28 00:00:00,2018-05-16 00:00:00,2018-05-17 12:00:57,ribeirao preto,SP,GO,2018-05-03 10:30:30
2,boleto,,"Qualidade baixa para o preço.
",1,219.28,cool_stuff,1950.0,33.0,19.0,44.0,santa cruz,delivered,60.28,12b9676b00f60f3b700e83af21824c0e,1,2017-09-22 15:54:17,2017-09-29 17:42:27,2017-10-11 14:34:03,2017-11-03 00:00:00,2017-10-12 00:00:00,2017-10-16 18:13:40,montenegro,RS,PE,2017-10-09 04:07:18
5,boleto,,O produto foi entregue antes da data.,1,33.79,musical_instruments,350.0,36.0,11.0,3.0,divinopolis,delivered,16.79,0e982cff76cc0579f632cea8a0e38c9d,1,2018-01-30 09:47:48,2018-02-06 16:32:30,2018-02-14 18:52:42,2018-03-01 00:00:00,2018-02-15 00:00:00,2018-02-16 20:36:28,itajai,SC,MG,2018-02-07 02:56:26
5,boleto,,"Entrega dentro do prazo, e o produto maravilhoso! 
tudo ok.",1,273.76,fixed_telephony,441.0,24.0,20.0,18.0,sao paulo,delivered,17.76,406740ee611378a662d274c7d8c43c4a,1,2018-03-28 14:48:43,2018-04-02 20:52:44,2018-04-09 14:36:38,2018-04-17 00:00:00,2018-04-10 00:00:00,2018-04-11 10:47:21,vitoria,ES,SP,2018-04-05 03:08:47
1,credit_card,,Não entregaram os 2 itens comprados ,5,78.42,sports_leisure,200.0,28.0,13.0,10.0,sao paulo,delivered,2.61,e9779976487b77c6d4ac45f75ec7afe9,1,2017-08-17 12:46:48,2017-08-18 21:59:07,2017-08-21 13:26:12,2017-08-30 00:00:00,2017-08-22 00:00:00,2017-08-22 23:11:43,praia grande,SP,SP,2017-08-23 13:04:38
3,boleto,,meu produto veio errado ,1,252.53,agro_industry_and_commerce,4050.0,11.0,10.0,18.0,sao joao nepomuceno,delivered,23.53,88ef59b51bdaa941d10a853429f2b6ce,1,2018-07-04 14:05:12,2018-07-06 11:09:00,2018-07-11 20:38:48,2018-08-08 00:00:00,2018-07-12 00:00:00,2018-07-12 17:44:48,guaratuba,PR,MG,2018-07-12 03:11:23
1,credit_card,,"Embora tenha entregue dentro do prazo, não enviou o produto que comprei.",5,59.32,home_appliances,1250.0,65.0,38.0,8.0,belo horizonte,delivered,19.32,d91fb3b7d041e83b64a00a3edfb37e4f,1,2018-03-31 15:08:21,2018-04-03 15:58:24,2018-04-06 17:38:34,2018-05-04 00:00:00,2018-04-14 00:00:00,2018-04-16 11:37:31,praia grande,SP,MG,2018-04-05 15:50:11
4,credit_card,,ok,1,80.33,sports_leisure,700.0,40.0,30.0,25.0,sao paulo,delivered,15.33,80e6699fe29150b372a0c8a1ebf7dcc8,1,2018-03-06 13:09:30,2018-03-07 17:26:44,2018-03-24 16:12:29,2018-03-23 00:00:00,2018-03-25 00:00:00,2018-03-25 11:57:09,pinhais,PR,SP,2018-03-12 13:31:19
5,boleto,,"GOSTEI DE COMPRAR O PRODUTO É BOM VEIO NO PRAZO.
",1,120.0,sports_leisure,150.0,16.0,11.0,16.0,curitiba,delivered,14.1,4c2b230173bb36f9b240f2b8ac11786e,1,2018-02-26 14:56:52,2018-03-05 17:41:54,2018-03-12 12:46:43,2018-03-19 00:00:00,2018-03-13 00:00:00,2018-03-16 10:09:07,sao paulo,SP,PR,2018-03-06 09:56:21
4,credit_card,,"não gostei das cores serem diferentes, queria o telefone com uma cor só",1,85.5,fixed_telephony,331.0,21.0,17.0,13.0,votuporanga,delivered,11.85,5c6d4016c2a288f074fa0848a2b653d2,1,2018-02-02 17:12:49,2018-02-06 14:58:53,2018-02-14 17:29:04,2018-02-26 00:00:00,2018-02-15 00:00:00,2018-02-16 12:32:25,sao paulo,SP,SP,2018-02-08 17:31:32
5,credit_card,Muito rapido,O prazo era de 15 dias e chegou com 3 dias.,8,215.81,health_beauty,150.0,16.0,11.0,2.0,sao bernardo do campo,delivered,7.96,ae45df84722b1d15c5f32b23a095746c,1,2018-06-19 09:28:14,2018-06-19 15:36:00,2018-06-20 18:41:10,2018-07-04 00:00:00,2018-06-21 00:00:00,2018-06-22 18:04:23,sao paulo,SP,SP,2018-06-25 09:58:12
2,credit_card,Faltou 01 produto,"Comprei 03 cadeiras, foram entregues duas cadeiras (palito) a cadeira rotatória ainda não foi entregue....",6,340.13,furniture_living_room,7760.0,54.0,34.0,52.0,maracai,delivered,9.58,7c67e1448b00f6e969d365cea6b010ab,1,2018-04-18 14:48:57,2018-04-25 08:14:00,2018-04-30 18:28:39,2018-05-15 00:00:00,2018-05-01 00:00:00,2018-05-04 14:00:16,itaquaquecetuba,SP,SP,2018-05-03 15:11:27
5,credit_card,,"Produto lindo, chegou antes do previsto. Amei ... recomendo.",2,129.82,bed_bath_table,1700.0,40.0,30.0,6.0,sao paulo,delivered,13.83,3b15288545f8928d3e65a8f949a28291,1,2017-10-23 21:20:43,2017-10-26 16:13:52,2017-11-06 23:21:33,2017-11-13 00:00:00,2017-11-07 00:00:00,2017-11-08 00:06:05,ibitinga,SP,SP,2017-10-31 21:28:33
5,credit_card,,"NO MOMENTO TODAS AS COMPRAS QUE EU FAÇO É ENTREGUE DENTRO DO PRAZO PREVISTO,CONSIDERO ÓTIMO.",3,104.35,fashion_shoes,1500.0,22.0,33.0,12.0,porto acre,delivered,29.45,7142540dd4c91e2237acb7e911c4eba2,1,2017-04-23 18:48:21,2017-04-28 10:29:03,2017-05-22 09:35:47,2017-06-05 00:00:00,2017-05-23 00:00:00,2017-05-26 20:40:29,penapolis,SP,AC,2017-05-09 19:02:16
5,credit_card,,top,2,55.0,computers_accessories,200.0,28.0,40.0,2.0,miracema,delivered,15.1,dd2bdf855a9172734fbc3744021ae9b9,1,2017-07-30 19:07:55,2017-08-11 19:02:40,2017-08-22 18:39:52,2017-08-31 00:00:00,2017-08-23 00:00:00,2017-09-21 17:37:24,belo horizonte,MG,RJ,2017-08-07 19:23:30
1,boleto,,"Comprei 5 escovas de dentes Black com cerdas pretas. Recebi apenas 2 e não são Black, são coloridas, vermelha e roxa! Um absurdo! Fui roubada! Incompleto e errado!",1,240.65,health_beauty,150.0,20.0,21.0,17.0,sao paulo,delivered,18.23,620c87c171fb2a6dd6e8bb4dec959fc6,1,2018-04-11 08:07:56,2018-04-12 19:36:21,2018-04-18 16:48:36,2018-05-07 00:00:00,2018-04-19 00:00:00,2018-04-19 23:40:26,petropolis,RJ,SP,2018-04-17 15:12:22
1,credit_card,,"Comprei um produto + um kit contendo outros 6 produtos. Recebi apenas o primeiro e, quando consulto no site, consta que o pedido já foi finalizado. Estou aguardando uma solução.",8,385.3,health_beauty,517.0,25.0,16.0,13.0,rio de janeiro,delivered,16.08,a416b6a846a11724393025641d4edd5e,1,2017-03-16 11:11:09,2017-03-21 15:16:58,2017-03-28 15:55:48,2017-04-06 00:00:00,2017-03-29 00:00:00,2017-03-30 01:42:07,sao paulo,SP,RJ,2017-03-22 11:11:09
2,credit_card,,No site a foto está uma coisa e foi recebido outra coisa.,1,34.1,auto,500.0,20.0,15.0,15.0,cachoeirinha,delivered,14.1,25cf099de44674fde97473224f9d59ab,1,2017-11-30 17:41:26,2017-12-01 17:36:39,2017-12-13 22:23:41,2018-01-03 00:00:00,2017-12-14 00:00:00,2017-12-15 11:22:10,cotia,SP,RS,2017-12-07 17:58:46
1,credit_card,Compra kit maria escandal,Estou em dúvida se é um produto original o kit maria escandalosa...pois o nome do produto é um papel colado...estou em dúvida mas ainda não usei.,3,46.43,health_beauty,3575.0,21.0,22.0,18.0,sao paulo,delivered,12.43,f46490624488d3ff7ce78613913a7711,1,2018-06-07 16:31:25,2018-06-08 15:22:00,2018-06-14 21:38:29,2018-06-18 00:00:00,2018-06-15 00:00:00,2018-06-16 01:01:25,guarulhos,SP,SP,2018-06-13 17:00:22
3,credit_card,NORMAL,"NADA DE MAIS, BAIXA QUALIDADE DE PLASTICO....",8,99.21,furniture_decor,14550.0,30.0,30.0,75.0,sao paulo,delivered,50.21,1336efc61c316ddf92c899eb817f7cae,1,2018-06-01 17:16:28,2018-06-04 14:11:00,2018-06-05 22:04:41,2018-07-04 00:00:00,2018-06-06 00:00:00,2018-06-11 04:06:15,assis,SP,SP,2018-06-11 17:31:22
5,credit_card,,"Primeira compra com este parceiro das Lojas lannister. Além de recomendar, em breve estarei comprando novamente!",10,1101.6,auto,6900.0,17.0,27.0,19.0,guarulhos,delivered,32.24,bb5d956dece964a06c12bceb66b923ae,1,2018-01-21 15:52:24,2018-01-22 22:57:23,2018-01-25 22:57:56,2018-02-14 00:00:00,2018-01-26 00:00:00,2018-01-27 02:50:28,rio de janeiro,RJ,SP,2018-01-26 13:52:38
1,credit_card,,"Paguei por dois produtos..
Só entregaram um
Vou recorrer na justiça ",2,72.1,watches_gifts,200.0,16.0,11.0,2.0,serra,delivered,7.05,6560211a19b47992c3666cc44a7e94c0,1,2017-11-03 10:57:36,2017-11-06 21:15:34,2017-11-16 13:58:45,2017-11-24 00:00:00,2017-11-17 00:00:00,2017-11-17 16:29:44,sao paulo,SP,ES,2017-11-09 11:10:26
1,credit_card,,Então realizei a compra toda nunta e apenas chegou 1 item sendo que comprei 4 itens!,6,264.09,bed_bath_table,600.0,40.0,30.0,5.0,vassouras,delivered,6.44,d2374cbcbb3ca4ab1086534108cc3ab7,1,2017-07-18 16:50:12,2017-07-20 11:13:32,2017-07-28 17:09:37,2017-08-09 00:00:00,2017-07-29 00:00:00,2017-07-31 01:57:54,ibitinga,SP,RJ,2017-07-25 07:25:47
1,credit_card,,O produto não foi entregue ainda,3,98.79,health_beauty,1850.0,24.0,23.0,36.0,itaperuna,delivered,19.79,f3b80352b986ab4d1057a4b724be19d0,1,2017-08-28 13:54:55,2017-08-30 17:32:47,2017-09-11 19:22:12,2017-09-20 00:00:00,2017-09-12 00:00:00,2017-09-13 00:23:14,brasilia,DF,RJ,2017-09-01 14:10:13
5,credit_card,Elogio,O produto chegou bem acondiciona e 10 dias antes da data prevista. Só não fazemos funcionar ainda.,10,666.34,garden_tools,4500.0,29.0,37.0,10.0,guaiba,delivered,27.34,eeb6de78f79159600292e314a77cbd18,1,2018-06-27 13:54:26,2018-06-28 12:53:00,2018-07-09 20:42:55,2018-07-20 00:00:00,2018-07-10 00:00:00,2018-07-11 02:15:41,lages,SC,RS,2018-06-29 14:12:46
4,credit_card,,"Produto bom, mas com falhas de desenho, pois não cabem 60 (sessenta) garrafas normais de vinho. Tem espaço de altura menor em algumas partes.",10,519.72,kitchen_dining_laundry_garden_furniture,30000.0,32.0,67.0,95.0,campinas,delivered,140.72,cd843d4cf8ef32827de0396605163ba3,1,2017-12-31 14:36:07,2018-01-05 19:10:53,2018-01-23 17:09:18,2018-01-26 00:00:00,2018-01-24 00:00:00,2018-01-27 18:03:29,juiz de fora,MG,SP,2018-01-05 14:47:30
3,credit_card,,"Até agora não recebi meu produto, mais já comprei antes e chegou certinho... Espero receber meu produto em breve...",4,163.03,furniture_decor,2000.0,36.0,26.0,11.0,correia pinto,delivered,18.26,391fc6631aebcf3004804e51b40bcf1e,1,2017-08-29 18:20:51,2017-09-13 16:43:47,2017-09-26 18:47:31,2017-09-21 00:00:00,2017-09-23 00:00:00,2017-09-23 12:12:37,ibitinga,SP,SC,2017-09-04 19:00:11
1,voucher,Sem comentários,Sem comentários,1,85.72,telephony,500.0,25.0,25.0,7.0,maua,delivered,9.77,c9c7905cffc4ef9ff9f113554423e671,2,2018-06-25 21:22:44,2018-06-26 15:11:00,2018-07-10 18:55:46,2018-07-05 00:00:00,2018-07-07 00:00:00,2018-07-09 04:53:08,itapecerica da serra,SP,SP,2018-06-27 21:31:47
1,credit_card,,A caixa transporte não foi entregue e o pedido aparece baixado,4,79.89,pet_shop,3000.0,41.0,27.0,16.0,guarulhos,delivered,11.0,c013e57c075a06e5b5c48ee03c525719,1,2018-05-13 23:59:36,2018-05-14 14:50:00,2018-05-15 20:32:21,2018-06-01 00:00:00,2018-05-16 00:00:00,2018-05-18 02:28:59,sao carlos,SP,SP,2018-05-18 00:14:32
3,boleto,,"O rastreamento não estava funcionando,a previsão estava errada e eu precisava com urgência,fora que veio numa embalagem aberta",1,293.36,watches_gifts,269.0,17.0,13.0,11.0,paraguacu paulista,delivered,13.46,4869f7a5dfa277a7dca6462dcf3b52b2,1,2018-01-24 12:52:59,2018-01-29 18:17:13,2018-02-01 22:29:19,2018-02-19 00:00:00,2018-02-02 00:00:00,2018-02-03 04:04:20,guariba,SP,SP,2018-01-31 02:39:20
1,credit_card,,ATE O MOMENTO NÃO RECEBI NADA AINDA ESTOU NO AGUARDO ATE AGORA ,2,75.53,fashion_underwear_beach,150.0,42.0,14.0,4.0,joaquim nabuco,delivered,25.63,a6fe7de3d16f6149ffe280349a8535a0,1,2017-08-16 19:02:40,2017-08-21 22:12:28,2017-09-27 08:08:57,2017-09-20 00:00:00,2017-09-22 00:00:00,2017-09-22 14:31:30,franca,SP,PE,2017-08-22 20:25:16
5,boleto,,"estou esperando a segunda parte da encomenda só recebi uma parte do pedido.... continuo no aguardo 

Obrigada",1,411.21,baby,10750.0,38.0,44.0,47.0,anta gorda,delivered,23.21,5dceca129747e92ff8ef7a997dc4f8ca,1,2017-12-11 20:13:36,2017-12-13 18:21:51,2017-12-28 19:29:56,2018-01-16 00:00:00,2017-12-29 00:00:00,2018-01-02 15:44:08,santa barbara d´oeste,SP,RS,2017-12-19 02:50:00
5,credit_card,,"PRODUTO DE QUALIDADE, ADOREI .",4,96.24,bed_bath_table,250.0,40.0,30.0,4.0,sao jose dos campos,delivered,8.88,d2374cbcbb3ca4ab1086534108cc3ab7,1,2017-08-01 21:07:18,2017-08-04 19:24:55,2017-08-09 17:42:54,2017-08-21 00:00:00,2017-08-10 00:00:00,2017-08-10 23:59:05,ibitinga,SP,SP,2017-08-07 21:50:13
4,boleto,Frete desproporcional,"Ao comprar 11 lixeiras, tive que pagar o frete individualmente, como se tivesse comprado apenas 1 lixeira. O stark poderia ter montado 1 caixa maior com as 11 lixeiras dentro que seria mais barato",1,540.76,housewares,1400.0,26.0,26.0,41.0,rio verde,delivered,22.98,ca3bd7cd9f149df75950150d010fe4a2,1,2018-07-25 14:47:45,2018-08-01 12:36:00,2018-08-11 10:46:38,2018-08-21 00:00:00,2018-08-12 00:00:00,2018-08-13 11:34:51,sao paulo,SP,GO,2018-08-08 04:05:19
2,credit_card,,"Comprei dois produtos e só recebi um, já enviei dois emails ao vendedor mas ainda não obtive resposta.",5,164.79,baby,3550.0,37.0,40.0,22.0,cascavel,delivered,32.85,1f50f920176fa81dab994f9023523100,1,2018-03-30 21:23:47,2018-04-03 00:34:36,2018-04-12 19:58:30,2018-04-24 00:00:00,2018-04-13 00:00:00,2018-04-14 08:51:35,sao jose do rio preto,SP,PR,2018-04-04 21:35:16
3,credit_card,,Passou o prazo porém até o momento não foi realizada a entrega ,8,227.71,health_beauty,1200.0,19.0,17.0,28.0,recife,delivered,30.91,abcd2cb37d46c2c8fb1bf071c859fc5b,1,2018-01-14 22:37:17,2018-01-16 19:05:32,2018-02-25 16:22:28,2018-02-16 00:00:00,2018-02-18 00:00:00,2018-02-18 03:41:22,cuiaba,MT,PE,2018-01-18 22:49:41
5,boleto,,"Muito boa, fácil e rápida navegação no site e a entrega foi bem antes do prazo combinado.",1,815.43,air_conditioning,16550.0,27.0,54.0,36.0,governador valadares,delivered,115.43,f3b80352b986ab4d1057a4b724be19d0,1,2018-04-03 18:44:13,2018-04-09 19:11:32,2018-04-16 19:17:35,2018-05-02 00:00:00,2018-04-17 00:00:00,2018-04-18 21:32:29,brasilia,DF,MG,2018-04-11 02:27:52
5,credit_card,sim,Muito bom,3,37.16,health_beauty,550.0,17.0,13.0,9.0,sao paulo,delivered,8.36,e24d3429d294b2eb200b064ebb035879,1,2018-07-05 14:49:56,2018-07-05 14:58:00,2018-07-06 21:09:08,2018-07-18 00:00:00,2018-07-07 00:00:00,2018-07-08 01:41:39,sao paulo,SP,SP,2018-07-11 15:30:43
3,voucher,PRODUTO DIFERENTE ,A PELICULA ANUNCIADA É DE VIDRO E VEIO DE SILICONED,1,48.22,telephony,150.0,17.0,14.0,8.0,borda da mata,delivered,18.23,562fc2f2c2863ab7e79a9e4388a58a14,1,2018-04-13 16:19:29,2018-04-16 13:06:30,2018-04-25 21:34:01,2018-05-10 00:00:00,2018-04-26 00:00:00,2018-04-30 18:20:32,campinas,SP,MG,2018-04-19 16:35:14
4,credit_card,,rapidez na entrega,5,185.93,housewares,3950.0,42.0,22.0,14.0,sorocaba,delivered,15.94,d50d79cb34e38265a8649c383dcffd48,1,2017-08-02 00:24:21,2017-08-02 20:17:45,2017-08-04 20:42:04,2017-08-17 00:00:00,2017-08-05 00:00:00,2017-08-08 15:15:18,sao paulo,SP,SP,2017-08-08 00:35:17
3,voucher,,"Realizei o pedido dos dois kits, até agora só recebi um,o outro ainda não chegou.estou avaliando como sim,mas posso mudar caso não chegue o outro kit.",1,135.0,housewares,1700.0,35.0,29.0,15.0,ribeirao preto,delivered,16.28,7722b1df1b0e383e000397b2c11e3e19,2,2017-07-18 09:32:43,2017-07-19 22:57:21,2017-07-24 16:14:38,2017-08-09 00:00:00,2017-07-25 00:00:00,2017-07-27 12:57:32,sao bernardo do campo,SP,SP,2017-07-25 07:10:14
5,voucher,,Chegou tudo certo antes do prazo. produto bom ,1,151.31,computers_accessories,1550.0,25.0,25.0,15.0,fortaleza,delivered,21.31,1660ad786c27fd935378b6192a90b417,1,2017-09-18 17:40:22,2017-09-19 17:52:26,2017-09-29 23:57:33,2017-10-09 00:00:00,2017-09-30 00:00:00,2017-10-01 14:32:44,sao bernardo do campo,SP,CE,2017-09-22 17:50:14
3,credit_card,,Pedido cancelado mesmo antes do despacho. Irei trocar por outro produto,4,296.72,furniture_decor,2050.0,49.0,41.0,13.0,balneario camboriu,shipped,28.23,391fc6631aebcf3004804e51b40bcf1e,1,2017-04-20 13:01:53,2017-04-27 05:42:43,,2017-05-12 00:00:00,2017-05-19 00:00:00,2017-05-21 13:15:57,ibitinga,SP,SC,2017-04-27 13:10:48
5,credit_card,,"Produto perfeito entregue antes mesmo do prazo estipulado, obrigada",5,235.57,housewares,2467.0,38.0,29.0,39.0,sao paulo,delivered,35.57,ed4311e67debd72b8610a5347a743087,1,2018-01-17 20:13:15,2018-01-18 20:46:52,2018-01-19 18:52:17,2018-02-01 00:00:00,2018-01-20 00:00:00,2018-01-21 18:36:22,guarulhos,SP,SP,2018-01-23 20:30:49
5,credit_card,,Entrega antes do prazo satisfeito ,3,157.2,baby,9400.0,75.0,50.0,15.0,jaboatao dos guararapes,delivered,47.3,1d8dbc4f32378d715c717c1c1fc57bae,1,2017-11-06 14:20:14,2017-11-07 20:08:33,2017-11-14 20:29:30,2017-11-30 00:00:00,2017-11-15 00:00:00,2017-11-18 02:22:01,arapongas,PR,PE,2017-11-10 14:30:46
5,credit_card,Recomendooo!!!,Gosteiii! Prático e modernoo!!,2,26.78,housewares,200.0,25.0,15.0,10.0,presidente venceslau,delivered,12.79,fd386aa7bed2af3c7035c65506c9b4a3,1,2018-08-16 21:27:43,2018-08-17 14:46:00,2018-08-22 21:14:38,2018-09-03 00:00:00,2018-08-23 00:00:00,2018-08-24 01:44:01,sao paulo,SP,SP,2018-08-21 21:49:08
2,credit_card,Faltou peça e má qualidad,"Não gostei desta loja, a kit colcha não veio o Coração de almofada e ainda de cor diferente da foto, veio beje ao inves de branca. Péssima qualidade tb, é um lençol com babado!!! E a cadeira balança!!",10,391.66,bed_bath_table,700.0,45.0,35.0,15.0,campinas,delivered,4.12,4a3ca9315b744ce9f8e9374361493884,1,2018-04-17 22:02:50,2018-04-18 19:08:25,2018-04-23 18:25:27,2018-05-10 00:00:00,2018-04-24 00:00:00,2018-05-03 18:24:26,ibitinga,SP,SP,2018-04-23 22:15:21
1,credit_card,,Meu produto consta como entregue mais ele ainda não foi recebido.,8,340.12,watches_gifts,550.0,19.0,19.0,13.0,nova iguacu,delivered,20.12,d921b68bf747894be13a97ae52b0f386,1,2018-05-05 09:18:52,2018-05-10 14:15:00,2018-05-15 21:08:50,2018-05-25 00:00:00,2018-05-16 00:00:00,2018-05-17 20:30:12,formiga,MG,RJ,2018-05-10 09:30:27
1,credit_card,,nao recebimento,4,194.45,sports_leisure,2100.0,80.0,15.0,8.0,santarem,delivered,29.55,440dd6ab244315c632130ecfb63827b1,1,2017-12-21 13:25:14,2017-12-27 18:04:45,2018-02-06 23:29:00,2018-01-31 00:00:00,2018-02-03 00:00:00,2018-02-05 16:28:11,votuporanga,SP,PA,2017-12-29 13:14:30
1,credit_card,,"Recebo 2 kits de Ômega 3 e comprei 4. No mesmo pedido tinha 1 kit de magnésio dimalato, que não foi entregue. ",7,536.52,sports_leisure,350.0,26.0,13.0,5.0,ribeirao preto,delivered,1.52,7f152321c60a266edc53af1925ef96c1,1,2018-03-25 14:29:45,2018-03-26 23:48:46,2018-03-30 19:28:53,2018-04-20 00:00:00,2018-03-31 00:00:00,2018-04-01 02:28:01,criciuma,SC,SP,2018-03-29 14:48:01
1,credit_card,,foi entregue uma cadeira antes do prazo porem ate o momento nao recebi a outra,5,749.44,office_furniture,7625.0,52.0,69.0,41.0,campo novo do parecis,delivered,74.82,17a053fcb14bd219540cbde0df490be0,1,2017-11-13 19:47:16,2017-11-16 15:53:00,2017-12-02 17:32:24,2017-12-12 00:00:00,2017-12-03 00:00:00,2017-12-04 12:22:15,mogi guacu,SP,MT,2017-11-20 20:07:21
5,debit_card,,Produto de qualidade e a entrega antes da previsão.,1,97.52,computers_accessories,2550.0,30.0,22.0,10.0,teresopolis,delivered,20.62,3bdff180c7e1f6551a643b99c265a120,1,2017-02-13 10:26:59,2017-02-14 04:47:54,2017-02-17 11:34:51,2017-03-14 00:00:00,2017-02-18 00:00:00,2017-02-20 02:22:44,sao paulo,SP,RJ,2017-02-17 10:26:59
2,boleto,Cartucho com problema,Não recomendo. Produto não funcionou e veio numa embalagem sem proteção.,1,102.17,computers_accessories,180.0,17.0,13.0,10.0,rio das ostras,delivered,22.27,88460e8ebdecbfecb5f9601833981930,1,2018-04-30 08:16:25,2018-05-02 13:36:00,2018-05-15 15:44:57,2018-05-28 00:00:00,2018-05-16 00:00:00,2018-05-17 00:50:50,maringa,PR,RJ,2018-05-07 06:12:46
5,credit_card,,entrega da mercadoria antes do prazo,1,133.05,computers_accessories,573.0,35.0,11.0,13.0,campinas,delivered,13.85,0b90b6df587eb83608a64ea8b390cf07,1,2018-01-12 11:22:56,2018-01-15 23:56:32,2018-01-25 00:29:11,2018-02-16 00:00:00,2018-01-25 00:00:00,2018-01-25 20:48:05,maringa,PR,SP,2018-01-26 11:31:25
1,credit_card,,"Das cinco cadeiras que comprei chegaram somente duas com acabamento em tecido, o pedido foi feito com acabamento em corino...
",10,708.28,office_furniture,11880.0,50.0,27.0,60.0,peruibe,delivered,28.96,7c67e1448b00f6e969d365cea6b010ab,1,2018-01-27 00:10:10,2018-02-09 13:09:34,2018-02-21 23:33:12,2018-03-09 00:00:00,2018-02-22 00:00:00,2018-02-23 05:07:39,itaquaquecetuba,SP,SP,2018-02-09 00:18:24
1,credit_card,,O produto não é o quê eu imaginava Quero devolvê-lo pequeno demais não consigo enxergar nada,1,383.08,audio,526.0,20.0,16.0,12.0,sao paulo,delivered,14.08,b33e7c55446eabf8fe1a42d037ac7d6d,1,2017-11-26 19:43:27,2017-11-27 22:26:57,2017-12-12 16:23:38,2017-12-15 00:00:00,2017-12-13 00:00:00,2017-12-14 09:24:14,pradopolis,SP,SP,2017-11-30 19:53:46
4,boleto,,Bom,1,111.84,home_construction,1250.0,23.0,15.0,30.0,serra,delivered,16.64,8a130737016f838139d31878787a39c9,1,2018-03-25 10:50:20,2018-03-27 23:52:55,2018-04-14 14:57:27,2018-04-13 00:00:00,2018-04-15 00:00:00,2018-04-17 19:17:58,sao paulo,SP,ES,2018-04-02 04:08:47
1,credit_card,,Aguardo recebimento ,1,162.85,bed_bath_table,3000.0,40.0,25.0,25.0,rio de janeiro,delivered,22.85,76d64c4aca3a7baf218bf93ef7fa768d,1,2017-11-24 18:15:08,2017-11-27 21:53:29,2017-12-20 17:53:41,2017-12-18 00:00:00,2017-12-19 00:00:00,2017-12-19 07:04:32,curitiba,PR,RJ,2017-11-30 21:36:54
